"Date","Consignatario","Expedidor","Origen del envío","Destino del envío","Código HS","Mercancías enviadas","Goods Shipped","Gross Weight (kg)","Gross Weight (t)","Valor de las mercancías (USD)"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Bulkhaul","NEW ORLEANS (LA)","SANTOS","29336913","1 X 40 & 3 X 40 CONTAINERS CONTAINING 88 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. ATRAZINE ATRAZINA TECNICA","","82472","82.47","650000"
"2021-01-04","Bayer Sa","H Erhard Wagner Gmb H","HAMBURG","SANTOS","15050000","1 X 40 CONTAINERS CONTAINING 47 DRUMS OF EWALAN 30-PA WOOL FAT PH","","9917","9.92","68800"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089191","5 X 40 CONTAINERS CONTAINING 4800 BOXES OF PERITO 970 SG INGREDIENTE ATIVO ACEFATO","","112500","112.5","1530000"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089199","3 X 40 CONTAINERS CONTAINING 2880 BOXES OF SPERTO INGRE:DIENTE ATIVO BIFENTRINA","","67200","67.2","914000"
"2021-01-04","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SANTOS","29310000","9 X 20 CONTAINERS CONTAINING 180 BAGS OF GLYPHOSATE WETCAKE SUP ER SACK BR GLYPHOSATE WETCAKE SUP","","187200","187.2","675000"
"2021-01-04","Dow Agrosciences Industrial Ltda","Quimetal Industrial Sa","SAN ANTONIO","SANTOS","38089993","2 X 20 CONTAINERS CONTAINING 1600 BAGS OF DEFEND WDG PAPER BAG BRAZIL LABEL","","41600","41.6","267000"
"2021-01-04","Bayer Sa","Bayer Group","HAMBURG","ITAGUAI","29280000","1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 PALLET OF TRIFLOXYSTROBIN TC","","32442","32.44","7841000"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","34021900","1 X 20 CONTAINERS CONTAINING 11 IBCS OF AMMONYX IBC 10:00L","","10560","10.56","9600"
"2021-01-04","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 TOTE OF VORACOR TM CE 164 ISOCYANATE PE IBC RETURNABLE","","17640","17.64","42300"
"2021-01-04","Henkel Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF D9808.15 DEVELOPMENTAL OLEFIN BLOCK COPOLYMER AFFINITY GA 1950 POLYOLEFIN PLASTOMER","","20313","20.31","21900"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Bulkhaul","NEW ORLEANS (LA)","SANTOS","29336913","4 X 40 & 2 X 40 CONTAINERS CONTAINING 132 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. ATRAZINE TECNICA","","123708","123.71","975000"
"2021-01-04","Bayer Sa","H Erhard Wagner Gmb H","HAMBURG","SANTOS","15050000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF EWALAN 30-PA WOOL FAT PH EUR.","","15192","15.19","105000"
"2021-01-04","Fmc Technologies Do Brasil Ltda","Bassdrill Beta Ltd.","HOUSTON (TX)","RIO DE JANEIRO","73260000","OILFIELD SUPPLIES","","5040","5.04",""
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Syngenta S.A.","ALTAMIRA","SANTOS","38086100","1 X 20 CONTAINERS CONTAINING 6 PACKAGES OF OPTIGARD DUO INCECTICIDA ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S. LAMBDA- CYHALOTHRIN","","2568","2.57","75100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","38244000","1 X 20 CONTAINERS CONTAINING 1 OF DOWSIL TM IE 6683 EMULSION500 BOTTLE","","1","0","2"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089199","5 X 40 CONTAINERS CONTAINING 4800 BOXES OF SPERTO INGREDIENTE ATIVO","","112000","112","1523000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX","","19542","19.54","87200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","34020000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TERGITOL TM 15-S-9 SURFACTANT","","17242","17.24","45300"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","32141010","10 OF DOWSIL(TM) 7091 ADHESIVE SEALANT GREY20 L PAIL","","294","0.29","1100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Intermodal Tank Transport","HOUSTON (TX)","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF NONDANGEROUS LIQUIDS VORANOL TM COPOLYMER POLYOL BULK","","20103","20.1","53300"
"2021-01-04","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SANTOS","29310000","10 X 20 CONTAINERS CONTAINING 200 BAGS OF GLYPHOSATE WETCAKE SUP ER SACK BR GLYPHOSATE WETCAKE SUP","","208000","208","751000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 OF XIAMETER TM OFX-8040 FLUID500 BOTTLE","","1","0","7"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089191","2 X 40 CONTAINERS CONTAINING 1920 BOXES OF PERITO 970 SG INGREDIENT:E ATIVO ACEFATO","","45000","45","612000"
"2021-01-04","Bayer S.A.","Bayer Group","ANTWERPEN","ITAGUAI","29240000","1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 BAGS OF TRIFLUMURON TC","","32448","32.45","74200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","M & S Logistics Ltd.","HOUSTON (TX)","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF VORANOL(TM) 4701 POLYOL","","21727","21.73","57600"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","32141010","40 OF DOWSIL(TM) 7091 ADHESIVE SEALANT BLACK20 L PAIL","","1200","1.2","4600"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Syngenta","HAMBURG","SANTOS","38089329","1 X 20 & 5 X 40 CONTAINERS CONTAINING 103 PALLET OF TOPIK 240 EC 200 L HERBICIDE CLODINAFOP-PROPARGYL   AND SOLVENT NAPHTHA","","100514","100.51","1967000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER(TM) PMX-200 SILICONE FLUID","","13610","13.61","91300"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","HAZIRA","SANTOS","38089195","1 X 20 CONTAINERS CONTAINING 432 BOXES OF GASTOXIN - B 57 INGREDIENTE ATIVO ALUM:INIUM PHOSPHIDE","","11556","11.56","157000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","29090000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF DOWANOL TM DPM GLYCOL ETHER","","16533","16.53","10600"
"2021-01-04","Sm Resinas Brasil Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF DOWLEX TM POLYETHYLENE RESIN","","25121","25.12","27100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF WALOCEL(TM) MKX 25000 PF 25 L METHYL HYDROXYETHYL CELLULOSE","","19542","19.54","87200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","34029010","3 CARTONS OF DOWSIL TM DS-1000 AQUEOUS SILICONE CLEANERSUBSTANCE","","81","0.08","250"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 19 BAGS OF EXP20","","20159","20.16","70400"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Bulkhaul","NEW ORLEANS (LA)","SANTOS","29336913","7 X 40 & 1 X 40 CONTAINERS CONTAINING 176 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. ATRAZINE ATRAZINA TECNICA","","164944","164.94","1300000"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Sulphur Mills Ltd.","HAZIRA","SANTOS","38089199","1 X 40 CONTAINERS CONTAINING 1440 BOXES OF BATTUS (ACETAMIPRID 20% SP)","","17675","17.67","240000"
"2021-01-04","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Intermodal Tank Transport","HOUSTON (TX)","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 1 TANK OF VORANOL CP 6001 POLYOL BULK","","21935","21.93","58200"
"2021-01-04","Du Pont Do Brasil Sa","Syngenta","ANTWERPEN","SANTOS","29339900","1 X 40 CONTAINERS CONTAINING 40 PALLET OF CYPROCONAZOLE TECNICO ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID CYPROCONAZOLE","","15120","15.12","1081000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Bertschi Global Ag","NEW ORLEANS (LA)","SANTOS","29090000","1 X 20 CONTAINERS CONTAINING 1 TANK OF DOWANOL TM PM GLYCOL ETHER STD BULK 1-METHOXY-2-PROPANOL","","20003","20","12900"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Syngenta Group","HOUSTON (TX)","SANTOS","38089199","3 X 20 CONTAINERS CONTAINING 18 PALLET OF ,PESTICIDE, LIQUID, TOXIC, N.O.S. ABAMECTIN CARGO AIRCRAFT ONLY, F-A, S-A, ERG 151 AVICTA","","16944","16.94","499000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Hoyer","HOUSTON (TX)","SANTOS","29150000","1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF PROPIONICACID WITH NOT LESS THAN 90% ACID","","19994","19.99","16800"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","34029000","1 X 20 CONTAINERS CONTAINING 9 IBCS OF XIAMETER(TM) AFE-2010 ANTIFOAM EMULSION","","9522","9.52","26900"
"2021-01-04","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SANTOS","29310000","10 X 20 CONTAINERS CONTAINING 200 BAGS OF GLYPHOSATE WETCAKE","","208000","208","751000"
"2021-01-04","Albaugh Agro Brasil Ltda","M & S Logistics Ltd.","NEW ORLEANS (LA)","SANTOS","29211900","6 X 20 CONTAINERS CONTAINING 6 TANK OF ISOPROPYLAMINE 100% (ISOPROPILAMINA) (CORROSIVE MATERIAL)","","93306","93.31","342000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX","","19542","19.54","87200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","6 OF XIAMETER(TM) PMX-200 SILICONE FLUID CST500 BOTTLE","","6","0.01","40"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF EXP20","","21220","21.22","74100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Hoyer","HOUSTON (TX)","SANTOS","29054500","3 X 20 CONTAINERS CONTAINING 3 TANK OF GLYCERINE 99.7% FOOD GRADE NON-HAZ","","61290","61.29","66100"
"2021-01-04","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SANTOS","29313917","10 X 20 CONTAINERS CONTAINING 10 PACKAGES OF PHOSPHONOMETHYL IMINODI ACET ICACID","","205968.99","205.97","442000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","38249900","1 OF DOWSIL TM HEAT SINK COMPOUND60 PIL ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.","","62","0.06","170"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","M & S Logistics Ltd.","HOUSTON (TX)","SANTOS","39070000","2 X 20 CONTAINERS CONTAINING 2 TANK OF VORANOL(TM) 4701 POLYOL","","43327","43.33","115000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","32141010","30 OF DOWSIL(TM) 7091 ADHESIVE SEALANT BLACK20 L PAIL","","900","0.9","3500"
"2021-01-04","Cryovac Brasil Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","2 X 20 CONTAINERS CONTAINING 2 OF POLYOLEFINPLASTOMER BULK SEA","","34046","34.05","36700"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","2 OF XIAMETER TM PMX-200 SILICONE FLUID CST135 DRUM","","308","0.31","2100"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089329","1 X 40 CONTAINERS CONTAINING 960 BOXES OF INGREDIENTE ATIVO CLOMAZONE CLOMAZONA","","23392","23.39","139000"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29313915","1 X 40 CONTAINERS CONTAINING 40 BAGS OF GLUFOSINATE- AMMONIUM TECNICO","","20920","20.92","319000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF EXP20","","21220","21.22","74100"
"2021-01-04","Du Pont Do Brasil Sa","Syngenta","ANTWERPEN","SANTOS","29339900","1 X 20 & 1 X 40 CONTAINERS CONTAINING 58 PALLET OF CYPROCONAZOLE TECNICO FUNGICIDE","","21924","21.92","1567000"
"2021-01-04","Bayer S.A.","Bayer Group","ANTWERPEN","ITAGUAI","29330000","1 X 20 CONTAINERS CONTAINING 20 BAGS OF PYRIMETHANIL TC","","9822","9.82","118000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Hoyer","NEW ORLEANS (LA)","SANTOS","29090000","2 X 20 CONTAINERS CONTAINING 2 TANK OF COMBUSTIBLE LIQUID N.O.S. DOT CLASSIF DIETHYLENE GLYCOL MONOETHYL ETHER","","40002","40","25700"
"2021-01-04","Bandeirante Quimica Ltda","Dow Group","HOUSTON (TX)","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 60 DRUMS OF CARBOWAX TM POLYETHYLENE GLYCOL","","14642","14.64","38800"
"2021-01-04","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Gmb H & Co Kg","HAMBURG","PECEM","29189912","5 X 20 CONTAINERS CONTAINING 100 PACKAGES OF ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID ACID TECNICO NUFARM","","102400","102.4","1006000"
"2021-01-04","Performance Materials Do Brasil Comercio De Plasticos & Polimeros Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","2 X 40 CONTAINERS CONTAINING 1800 BAGS OF SURLYN TM PC-2000 IONOMER MOISTURE BARRIER","","46440","46.44","50100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF EXP20","","21220","21.22","74100"
"2021-01-04","Rohm And Haas Quimica Ltda","Dow","ANTWERPEN","SANTOS","39060000","1 X 20 CONTAINERS CONTAINING 9 OF ACRYSOL(TM) DR-72 THICKENER RIGID BULK CONTAINER","","9657","9.66","98100"
"2021-01-04","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SANTOS","29313917","10 X 20 CONTAINERS CONTAINING 10 PACKAGES OF PHOSPHONOMETHYL IMINODI ACET ICACID N","","207190","207.19","444000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 20 CONTAINERS CONTAINING 22 DRUMS OF SYL-OFF(TM) 7920 EMULSION COATING DOWSIL(TM) ACP-3258 ANTIFOAM COMPOUND","","4797","4.8","32200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39069000","24 OF ACULYN(TM) 2051 RHEOLOGY MODIFIER25 JER","","631","0.63","6400"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","39100000","1 X 40 CONTAINERS CONTAINING 72 DRUMS OF XIAMETER(TM) PMX-200 SILICONE FLUID 600","","13610","13.61","91300"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38086990","1 X 40 CONTAINERS CONTAINING 20 IBCS OF TRINCA CAPS INGRE:DIENTE ATIVO LAMBDA CYHALOTHRIN LAMBDA CIALOTRINA","","22760","22.76","328000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","29090000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF DOWANOL TM DPM GLYCOL ETHER STEEL DRUM","","16533","16.53","10600"
"2021-01-04","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Gmb H & Co Kg","HAMBURG","PECEM","29189912","5 X 20 CONTAINERS CONTAINING 100 PACKAGES OF ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID 2,4-D ACID TECNICO NUFARM","","102400","102.4","1006000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF EXP20","","21220","21.22","74100"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF SGWBR-CEDWX","","19542","19.54","87200"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","28112200","10 OF DOWSIL(TM) VM-2270 AEROGEL FINE PARTICLES1 L BOTTLE","","1","0","2"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","WALSRODE","SANTOS","39120000","1 X 40 CONTAINERS CONTAINING 756 BAGS OF WALOCEL(TM) MKX 25000 PF 25 L METHYL  HYDROXYETHYL CELLULOSE","","19542","19.54","87200"
"2021-01-04","Bandeirante Quimica Ltda","Dow Group","HOUSTON (TX)","SANTOS","34020000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TERGITOL NP-6 SURFACTANT 472 LB PLASTIC DRUM ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S NONYLPHENOL POLYETHYLENE GLYCOL ETHER","","17451","17.45","45900"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Vtg Tanktainer North America Inc.","NEW ORLEANS (LA)","SANTOS","29211900","7 X 20 CONTAINERS CONTAINING 7 TANK OF ISOPROPYLAMINE S-C, MONOISOPROPYLAMINE MIPA 99.5%","","101723","101.72","372000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","SCHKOPAU","SANTOS","39050000","1 X 40 CONTAINERS CONTAINING 20 BAGS OF EXP20","","21220","21.22","74100"
"2021-01-04","Fmc Technologies Do Brasil Ltda","Fmc Technologies Inc.","HOUSTON (TX)","RIO DE JANEIRO","00330000","OIFLIELD SUPPLIES","","52860","52.86",""
"2021-01-04","Bayer S.A.","Bayer Ag","HURTH","ITAGUAI","29240000","1 X 20 & 2 X 40 CONTAINERS CONTAINING 45 IBCS OF PREVICUR N TECH TK71,89","","47925","47.92","969000"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","SANTOS","38089329","1 X 20 CONTAINERS CONTAINING 720 CARTONS OF METSULFURON-METHYL 60%WDG(NUFURON)","","8064","8.06","36800"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","SANTOS","29242190","1 X 20 CONTAINERS CONTAINING 360 DRUMS OF LUFENURON","","10080","10.08","131000"
"2021-01-03","Dow Brasil Sudeste Industrial Ltda","Rohm & Hass Group","PARONA","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF  VORALAST POLYOL OPENHEAD STEEL DRUM","","16800","16.8","51500"
"2021-01-03","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corp","SINGAPORE","SANTOS","29269029","1 X 20 CONTAINERS CONTAINING 15 PALLET OF  DANIMEN TECNICO 900 FENPROPATHRIN","","13815","13.81","71200"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-03","Fmc Quimica Do Brasil Ltda","Tagros Chemicals India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29359019","1 X 40 CONTAINERS CONTAINING 40 BAGS OF  SULFENT RAZONE TECNICO","","20910","20.91","1346000"
"2021-01-03","Auriquimica Ltda","Dow Sili Zjg Co., Ltd.","SHANGHAI","NAVEGANTES","39100000","4 X 20 CONTAINERS CONTAINING 64 PALLET OF XIAMETER TM RBB-2888-30 SILICONE RUBBER","","68400","68.4","163000"
"2021-01-03","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Arysta Lifescience Netherlands Bv","LIVORNO","SANTOS","29209022","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF  OMITE TECHNICAL UNIROYAL 850 PESTICIDES, LIQUID, TOXIC N.O.S(PROPARGITE, PROPARGITE) 6","","19854","19.85","150000"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-03","Bayer S.A.","Hunan Haili Chemical Industry Co., Ltd.","SHANGHAI","PORTO DE ITAGUAI","29300000","1 X 40 CONTAINERS CONTAINING 160 DRUMS OF THIODICARB TECH LARVIN DRMP","","14480","14.48","116000"
"2021-01-03","Fmc Quimica Do Brasil Ltda","Tagros Chemicals India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29359019","1 X 40 CONTAINERS CONTAINING 40 BAGS OF  SULFENTRAZO NE TECNICO","","21010","21.01","1353000"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nutrichem Co., Ltd.","SHANGHAI","SANTOS","29333935","1 X 20 CONTAINERS CONTAINING 24 BAGS OF IMAZETHAPYR TECHNICAL","","10872","10.87","394000"
"2021-01-03","Brother International Corp Do Brasil Ltda","Bayer Philippines Inc.","MANILA","SANTOS","00330000","2 X 40 CONTAINERS CONTAINING 2294 CARTONS OF  ACCESSORY FOR LETTERING MACHINE TAPE CASS BLACK,WHITE BR BLCK,YELW WHIT,BLCK BLACK,CLEAR BLCK,WHIT BLCK,YELW LETTERING MACHINE LETTERING MACHINE ACCESSORY FOR FAX AND,OR MULTIFUNCTIONAL PRINTER,FAX,COPIER INK CARTRIDGE YELLOW INK CARTRIDGE BLACK INK CARTRIDGE MAGENTA INK BOTTLE BLACK INK CARTRIDGE COLOR INKJET PRINTER MULTI-FUNCTIONAL COPIER,PRINTER MULTI-FUNCTIONAL COPIER,PRINTER,FAX","","18559","18.56",""
"2021-01-03","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Arysta Lifescience Netherlands Bv","LIVORNO","SANTOS","29209022","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF  OMITE TECHNICAL OMITE TECNICO UNIROYAL PESTICIDES, LIQUID, TOXIC N.O.S (PROPARGITE, PROPARGITE","","19854","19.85","150000"
"2021-01-03","Syngenta Protecao De Cultivos Ltda","Shanghai Freemen","SHANGHAI","SANTOS","29313912","7 X 40 CONTAINERS CONTAINING 210 BAGS OF GLYPHOSATE TECH. 95% MIN","","168630.01","168.63","810000"
"2021-01-03","Dow Agrosciences Industrial Ltda","Shangyu Nutrichem Co., Ltd.","SHANGHAI","SANTOS","29090000","1 X 20 CONTAINERS CONTAINING 60 DRUMS OF GOAL TECHNICAL (GOAL TECNICO II)","","8826","8.83","66600"
"2021-01-03","Sumitomo Chemical Do Brasil Representacoes Limitada","Sumitomo Corporation","KOBE","PARANAGUA","29304090","2 X 20 CONTAINERS CONTAINING 40 PALLET OF DL-METHIONINE 99% FEED GRADE","","40868","40.87","86000"
"2021-01-03","Aditex Industria E Comercio De Aditivos Quimicos Ltda","Dow","SINGAPORE","MANAUS","39052900","9 X 40 CONTAINERS CONTAINING 9000 BAGS OF DLP 2000","","186840","186.84","293000"
"2021-01-03","Bayer Sa","Bayer","NHAVA SHEVA (JAWAHARLAL N","ITAGUAI","29269022","2 X 40 CONTAINERS CONTAINING 400 DRUMS OF  BETA-CYFLUTHRIN TECHNICAL BULLDOCK TECNICO BCS","","27858","27.86","626000"
"2021-01-03","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-03","Bayer S.A.","Hunan Haili Chemical Industry Co., Ltd.","SHANGHAI","PORTO DE ITAGUAI","29300000","1 X 40 CONTAINERS CONTAINING 160 DRUMS OF THIODICARB TECH LARVIN DRMP","","14480","14.48","116000"
"2021-01-03","Sumitomo Rubber Do Brasil Ltda","Occl Oriental Carbon & Chemicals Ltd.","MUNDRA","PARANAGUA","25030000","1 X 20 CONTAINERS CONTAINING 20 PALLET OF INSOLUBLESULPHUR DI AMONDSULF OT 20 UHD,MATE RIAL NO.0509M,","","15600","15.6",""
"2021-01-03","Syngenta Protecao De Cultivos Ltda","Shanghai Freemen","SHANGHAI","SANTOS","29313912","8 X 40 CONTAINERS CONTAINING 240 BAGS OF GLYPHOSATE TECH. 95% MIN PMG TECNICO","","192720","192.72","926000"
"2021-01-03","Dow Brasil Sudeste Industrial Ltda","Rohm & Hass Group","GENOA","SANTOS","39070000","1 X 20 CONTAINERS CONTAINING 18 IBCS OF   AROMATICPOLYESTER POLYOLIBC","","19080","19.08","58500"
