"Date","Consignatario","Expedidor","Origen del envío","Destino del envío","Código HS","Mercancías enviadas","Goods Shipped","Gross Weight (kg)","Gross Weight (t)","Valor de las mercancías (USD)"
"2021-01-07","Fmc Technologies Do Brasil Ltda","Globelink International Forwarders","SINGAPORE","RIO DE JANEIRO","84790000","2 CRATES OF OILFIELD EQUIPMENT","","1686","1.69",""
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) DGDC-2100 NT 7 HIGH DENSITY POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 128 PACKAGES OF ULTRA LOW DENSITY ETHYLENE,OCTENE COPOLYMER","","88940","88.94","96000"
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) DGDC-2100 NT 7 HIGH DENSITY  POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-07","Fmc Technologies Do Brasil Ltda","Globelink International Forwarders","SINGAPORE","RIO DE JANEIRO","84810000","7 CASE OF OILWELL EQUIPMENT","","1299","1.3",""
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 1980 BAGS OF DOWLEX(TM) TG2085B POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-07","Adama Brasil S/A","Adama Mfg. Poland Sa","GDYNIA","PARANAGUA","29180000","8 X 20 CONTAINERS CONTAINING 160 BAGS OF 2,4-D ACID TECHN.98 TC (2,4-D ACIDO TECNICO MILENIA BR)","","148740.01","148.74",""
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","4 X 40 CONTAINERS CONTAINING 128 BIDONS OF ELITE ENHANCED POLYETHYLENE RESIN OCTABIN","","88940","88.94","96000"
"2021-01-07","Auriquimica Ltda","Dow Group","NEW ORLEANS (LA)","ITAJAI","40027000","1 X 40 CONTAINERS CONTAINING 800 BAGS OF EPDM AM HYDROCARBON RUBBER","","20520","20.52","33900"
"2021-01-07","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","PORT ALLEN (LA)","ITAJAI","39010000","2 X 40 CONTAINERS CONTAINING 64 BIDONS OF ELITE ENHANCED POLYETHYLENE RESIN OCTABIN","","44470","44.47","48000"
"2021-01-06","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","ALTAMIRA","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF ELITE G ENHANCED POLYETHYLENE RESIN","","100960","100.96","110000"
"2021-01-06","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SUAPE","39070000","1 X 40 CONTAINERS CONTAINING 80 DRUMS OF VORANOL(TM) 3943A COPOLYMER POLYOL","","18024","18.02","47800"
"2021-01-06","Recofarma Industria Do Amazonas Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","MANAUS","29163100","1 X 40 CONTAINERS CONTAINING 38 BAGS OF PUROX R S GRAINS PURE GRADE SODIUM BENZOATE","","25422","25.42","74000"
"2021-01-06","Quimisa Sa","Dow Group","HOUSTON (TX)","NAVEGANTES","38200000","2 X 20 CONTAINERS CONTAINING 2 TANK OF DOWFROST(TM) HEAT TRANSFER FLUID BULK NON HAZARDOUS","","40351","40.35","52500"
"2021-01-06","Rotoplastyc Industrias De Rotomoldados Ltda","Dow Group","HOUSTON (TX)","RIO GRANDE","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF MEDIUM DENSITY POLYETHYLENE RESIN DOW TM DPDA-3135 MEDIUM DENSITY POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-06","Adama Brasil S/A","S & W International Chemical Logistics Ltd.","SHANGHAI","PARANAGUA","29335949","2 X 40 CONTAINERS CONTAINING 65 CASE OF AZOXYSTROBIN TECNICO MILENIA","","23301","23.3","1537000"
"2021-01-06","Quimisa Sa","Dow Group","HOUSTON (TX)","NAVEGANTES","38200000","1 X 40 CONTAINERS CONTAINING 78 DRUMS OF DOWTHERM(TM) SR-1 HEAT TRANSFER FLUID,","","19684","19.68","25600"
"2021-01-06","Sumitomo Chemical Brasil Industria Quimica Sa","Gharda Chemicals Ltd.","ROTTERDAM","PECEM","29269023","1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CIPERMETRINA TECNICA AGRIPEC CYPERMETHRIN TECHNICAL PYRETHROID, PESTICIDE,LIQUID,","","20280","20.28","297000"
"2021-01-06","Adama Brasil S/A","Adama Agan Ltd.","ASHDOD","PARANAGUA","38089300","3 X 20 CONTAINERS CONTAINING 240 DRUMS OF AGRICULTURAL:HER BICIDE","","60270","60.27","475000"
"2021-01-06","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","ALTAMIRA","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3822 BAGS OF DOWLEX TG2085B POLYETHYLENE RESIN","","97820","97.82","106000"
"2021-01-06","Sumitomo Rubber Do Brasil Ltda","Css Logistics","LAEM CHABANG","PARANAGUA","40021900","1 X 20 CONTAINERS CONTAINING 16 BOXES OF SYNTHETIC RUBBER S-SBR SOLUTION POLYMERIZATION STYRENE BUTADIENE RUBBER","","18880","18.88","32300"
"2021-01-06","Sumitomo Chemical Brasil Industria Quimica Sa","North Star Transport Inc.","HOUSTON (TX)","PECEM","29211923","1 X 20 CONTAINERS CONTAINING 1 TANK OF CHEMICALS NOS, HAZARDOUS MONOISOPROPYLAMINE - BULK EASTMAN ISOPROPYLAMINE FLASHPOINT","","14959","14.96","54800"
"2021-01-06","Recofarma Industria Do Amazonas Ltda","Emerald Kalama Chemical Bv","ROTTERDAM","MANAUS","29163100","1 X 40 CONTAINERS CONTAINING 38 BAGS OF PUROX R GRAINS PURE GRADE SODIUM BENZOATE","","25422","25.42","74000"
"2021-01-06","Adama Brasil S/A","Haimo Int Logistics Shanghai Co., Ltd.","SHANGHAI","PARANAGUA","38089329","4 X 20 CONTAINERS CONTAINING 2400 BOXES OF TEBUTHIURON 500 G,L SC","","59040","59.04","269000"
"2021-01-06","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 34 PACKAGES OF AFFINITY(TM) PF 1146G POLYOLEFIN PLASTOMER","","21766","21.77","23500"
"2021-01-06","Sumitomo Rubber Do Brasil Ltda","Sumirubber Thai Eastern Corporation Co., Ltd.","BANGKOK","PARANAGUA","40010000","1 X 20 CONTAINERS CONTAINING 16 CRATES OF UNSPECIFIED BLOCK RUBBER-TSR10 PREMIUM","","22240","22.24","45000"
"2021-01-06","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","BARCELONA","NAVEGANTES","39020000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF VERSIFY TM 3300 ELASTOMER","","50242","50.24","74300"
"2021-01-06","Copobras Sa Industria E Comercio De Embalagens","Dow Group","BARCELONA","NAVEGANTES","39010000","1 X 20 CONTAINERS CONTAINING 440 BAGS OF AFFINITY TM POLYOLEFIN PLASTOMER","","11165","11.17","15900"
"2021-01-06","Adama Brasil S/A","Haimo Int Logistics Shanghai Co., Ltd.","SHANGHAI","PARANAGUA","38089329","2 X 20 CONTAINERS CONTAINING 1200 BOXES OF TEBUTHIURON 500 G,L SC","","29520","29.52","135000"
"2021-01-06","Sumitomo Rubber Do Brasil Ltda","Sumirubber Thai Eastern Corporation Co., Ltd.","BANGKOK","PARANAGUA","40010000","3 X 20 CONTAINERS CONTAINING 48 CRATES OF UNSPECIFIED BLOCK RUBBER-TSR10 PREMIUM","","66720","66.72","135000"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","1 X 40 CONTAINERS CONTAINING 480 BAGS OF ACEFATO INGREDIENTE ATIVO: ACEPHATE","","25720","25.72","528000"
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","1 X 40 CONTAINERS CONTAINING 2000 BOXES OF FERTILIZERS K-FOL","","20780","20.78",""
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Blink Logistics","BARRANQUILLA","SANTOS","38089293","5 X 40 CONTAINERS CONTAINING 8000 BAGS OF UNIZEB GOLD FUNGICIDE). MANCOZEB","","131000","131","991000"
"2021-01-05","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SALVADOR","28047000","6 X 20 CONTAINERS CONTAINING 6 FLEXITANK OF PHOSPHORUS, YELLOW, UNDER WATER UN1381, PHOSPHORUS,YELLOW, UNDER WATER, CLASS 4.2 (6.1), PG I, RQ, MARINE POLLUTANT","","152117","152.12","546000"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Union Carbide Corporation","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 34 BINS OF DOW ENDURANCE(TM) HFDC-4202 EC 1300 POUND UNICLEAN OCTABIN","","21572","21.57","23300"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Rallis India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEPHATE TECHNICAL [ORTHENE TECH HOKKO)","","50096","50.1","1029000"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","1 X 40 CONTAINERS CONTAINING 2000 BOXES OF  FERTILIZERS K-FOL","","20780","20.78",""
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Rallis India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","3 X 40 CONTAINERS CONTAINING 1440 BAGS OF ACEPHATE TECHNICAL ORTHENE TECH HOKKO) ACEPHATE TECHNICAL","","75144","75.14","1543000"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF ELITE(TM) 5230 G ENHANCED POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Blink Logistics","BARRANQUILLA","SANTOS","38089293","10 X 40 CONTAINERS CONTAINING 16000 BAGS OF UNIZEB GOLD FUNGICIDE MANCOZEB","","262000","262","1982000"
"2021-01-05","Fmc Quimica Do Brasil Ltda","Tagros Chemicals India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29359019","1 X 40 CONTAINERS CONTAINING 40 BAGS OF SULFENTRAZONE TECNICO","","20910","20.91","1346000"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF DOW(TM) DPDA-3152 NT 7 MEDIUM DENSITY POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-05","Cryovac Brasil Ltda","Dow Group","HOUSTON (TX)","SANTOS","39010000","1 X 20 CONTAINERS CONTAINING 1 OF   AFFINITY(TM) PL 1281G1 POLYOLEFIN PLASTOMER","","17009","17.01","18400"
"2021-01-05","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-05","Syngenta Protecao De Cultivos Ltda","Jiangshan Agrochemical & Chemicals Singapore Pte., Ltd.","SHANGHAI","SANTOS","29313912","10 X 40 CONTAINERS CONTAINING 300 BAGS OF GLYPHOSATE TECH. 95% MIN","","241050","241.05","1158000"
"2021-01-05","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SALVADOR","28047000","6 X 20 CONTAINERS CONTAINING 6 FLEXITANK OF PHOSPHORUS, YELLOW, UNDER WATER","","152130.01","152.13","546000"
"2021-01-05","Sertrading Br Ltda","Emerald Kalama Chemical Llc","PORTLAND (OR)","NAVEGANTES","29122900","33 OF CINNAMIC ALCOHOL FCC","","1100","1.1","4600"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 128 BINS OF AXELERON(TM) CS K-3364 NT CPD 635","","83474","83.47","90100"
"2021-01-05","Copobras Sa Industria E Comercio De Embalagens","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39010000","1 X 40 CONTAINERS CONTAINING 990 BAGS OF DOWLEX(TM) 2045G POLYETHYLENE RESIN 25","","25121","25.12","27100"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 & 1 X 40 CONTAINERS CONTAINING 1920 BAGS OF DOWLEX(TM) 2038.68G POLYETHYLENE RESIN","","48960","48.96","52800"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Rallis India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","2 X 40 CONTAINERS CONTAINING 960 BAGS OF ACEPHATE TECHNICAL [ORTHENE TECH HOKKO)","","50096","50.1","1029000"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 & 1 X 40 CONTAINERS CONTAINING 68 BINS OF SI-LINK(TM) AC DFDB-5451 NT POLYETHYLENE 1300 POUND TOP","","43144","43.14","46600"
"2021-01-05","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29220000","5 X 20 CONTAINERS CONTAINING 5 FLEXITANK OF LIQUIDS TRIETHANOLAMINE 99% BULK","","116820","116.82","121000"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","4 X 40 CONTAINERS CONTAINING 2880 BOXES OF  FERTILIZERS FOLTRON PLUS","","78480","78.48",""
"2021-01-05","Copobras Sa Industria E Comercio De Embalagens","Dow Group","NEW ORLEANS (LA)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 1980 BAGS OF DOWLEX(TM) TG2085B POLYETHYLENE RESIN","","50242","50.24","54200"
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","1 X 40 CONTAINERS CONTAINING 1120 BOXES OF FERTILIZERS K-FOL","","14526","14.53",""
"2021-01-05","Sumitomo Chemical Brasil Industria Quimica Sa","Sinon Corp","TAICHUNG","PECEM","29339959","1 X 20 & 1 X 40 CONTAINERS CONTAINING 30 PALLET OF CARBENDAZIN TECNICO AGRIPEC","","36180","36.18","1062000"
"2021-01-05","Comexport Trading Comercio Exterior Ltda","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 20 CONTAINERS CONTAINING 440 BAGS OF AFFINITY TM GA 1900 POLYOLEFIN","","9037","9.04","9800"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 & 3 X 40 CONTAINERS CONTAINING 3960 BAGS OF UNIVAL(TM) DMDA-6200 NT 7 HIGH DENSITY POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Blink Logistics","BARRANQUILLA","SANTOS","38089293","10 X 40 CONTAINERS CONTAINING 16000 BAGS OF UNIZEB GOLD FUNGICIDE). MANCOZEB","","262000","262","1982000"
"2021-01-05","Fmc Quimica Do Brasil Ltda","Tagros Chemicals India Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29359019","1 X 40 CONTAINERS CONTAINING 40 PACK OF SULFENTRAZONE TECNICO","","20910","20.91","1346000"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","7 X 40 CONTAINERS CONTAINING 3360 BAGS OF ACEFATO  INGREDIENTE ATIVO: ACEPHATE","","180039.99","180.04","3697000"
"2021-01-05","Amino Quimica Ltda","Dow Group","HOUSTON (TX)","NAVEGANTES","29090000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TRIPROPYLENE GLYCOL REGULAR GRADE 470","","17959","17.96","11600"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","1 X 40 CONTAINERS CONTAINING 1120 BOXES OF  FERTILIZERS K-FOL","","14526","14.53",""
"2021-01-05","Comexport Trading Comercio Exterior Ltda","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 20 CONTAINERS CONTAINING 440 BAGS OF AFFINITY TM 1900 POLYOLEFIN","","9037","9.04","9800"
"2021-01-05","Fmc Quimica Do Brasil Ltda","Sarayu Maritime Pvt., Ltd.","AHMEDABAD","SANTOS","29269029","1 X 20 CONTAINERS CONTAINING 20 PALLET OF INDIAN ORIGIN ZETACYPERMETHRIN TECNICO FMC CYPERMETHRIN TECHNICAL","","18500","18.5","416000"
"2021-01-05","Sertrading Br Ltda","Emerald Kalama Chemical Llc","PORTLAND (OR)","NAVEGANTES","29062900","1 X 20 CONTAINERS CONTAINING 77 OF HEXYL CINNAMIC ALDEHYDE W,TBHQ","","15818","15.82","129000"
"2021-01-05","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","VERACRUZ","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3400 BAGS OF DOWLEX 2045G POLYETHYLENE RESIN ETHYLENE POLYMERS","","87289","87.29","94900"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","3 X 40 CONTAINERS CONTAINING 96 BINS OF AXELERON(TM) GP 6059 BK CPD","","62605","62.6","67600"
"2021-01-05","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Grupo Bioquimico Mexicano S.A. De C.V.","ALTAMIRA","SANTOS","31050000","4 X 40 CONTAINERS CONTAINING 3520 BOXES OF FERTILIZERS K-TIONIC","","95744","95.74",""
"2021-01-05","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-05","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 IBCS OF VORACOR(TM) CE 164 ISOCYANATE PE IBC RETURNABLE","","17640","17.64","42300"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 & 2 X 40 CONTAINERS CONTAINING 2970 BAGS OF ELITE(TM) 5230 G ENHANCED POLYETHYLENE RESIN","","75363","75.36","81300"
"2021-01-05","Sumitomo Chemical Brasil Industria Quimica Sa","Nufarm Chemical Shanghai Co., Ltd.","SHANGHAI","PECEM","29313912","5 X 20 CONTAINERS CONTAINING 100 BAGS OF GLYPHOSATE TECH FISCAL","","100300","100.3","482000"
"2021-01-05","Monsanto Do Brasil Ltda","Bayer","NEW ORLEANS (LA)","SALVADOR","28047000","6 X 20 CONTAINERS CONTAINING 6 FLEXITANK OF PHOSPHORUS, YELLOW, UNDER WATER","","152276.99","152.28","546000"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","2 X 40 & 2 X 40 CONTAINERS CONTAINING 128 BINS OF AXELERON(TM) CS K-3364 NT CPD 635","","83474","83.47","90100"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","1 X 40 & 1 X 40 CONTAINERS CONTAINING 68 BINS OF SI-LINK(TM) AC DFDB-5451 NT POLYETHYLENE 1300 POUND TOP UNLOADING","","43144","43.14","46600"
"2021-01-05","Dow Brasil Industria & Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","4 X 40 CONTAINERS CONTAINING 3960 BAGS OF ELITE(TM) 5230 G ENHANCED POLYETHYLENE RESIN","","100485","100.49","108000"
"2021-01-05","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","10 X 40 CONTAINERS CONTAINING 4800 BAGS OF ACEFATO  INGREDIENTE ATIVO: ACEPHATE","","257200.01","257.2","5281000"
"2021-01-05","Dow Brasil Industria E Comercio De Produtos Quimicos Lt","Dow Group","HOUSTON (TX)","NAVEGANTES","39010000","2 X 40 CONTAINERS CONTAINING 68 BINS OF SI-LINK(TM) AC DFDB-5451 NT POLYETHYLENE 1300 POUND TOP UNLOADING","","43144","43.14","46600"
"2021-01-05","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","38240000","1 X 40 CONTAINERS CONTAINING 16 PALLET OF ISONATE TM MODIFIED MDI TOTE","","18358","18.36",""
"2021-01-05","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","JUBAIL","SANTOS","29090000","5 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF LIQUIDS BUTYL CELLOSOLVE(TM) SOLVENT BULK","","100140","100.14","148000"
"2021-01-05","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39110000","1 X 40 CONTAINERS CONTAINING 16 IBCS OF ISONATE(TM) 143L MODIFIED MDI 2400","","18358","18.36","78500"
"2021-01-05","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39110000","1 X 40 CONTAINERS CONTAINING 76 DRUMS OF ISONATE TM MODIFIED MDI LB DRUM","","18546","18.55","79300"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089191","1 X 40 CONTAINERS CONTAINING 960 BOXES OF INGREDIENTE ATIVO ACEFATO","","22250","22.25","303000"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089191","6 X 40 CONTAINERS CONTAINING 5760 BOXES OF INGREDIENTE ATIVO ACEFATO","","133500","133.5","1815000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Bertschi Global Ag","NEW ORLEANS (LA)","SANTOS","29090000","2 X 20 CONTAINERS CONTAINING 2 TANK OF DOWANOL TM PM GLYCOL ETHER STD BULK 1-METHOXY-2-PROPANOL","","39907","39.91","25700"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","38089293","2 X 40 CONTAINERS CONTAINING 3200 BAGS OF UNIZEB GOLD INGREDIENTE:ATIVO MANCOZEB MAN COZEBE","","50640","50.64","139000"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow Group","HOUSTON (TX)","SANTOS","34020000","1 X 20 CONTAINERS CONTAINING 78 DRUMS OF TERGITOL TM 15-S-9 SURFACTANT","","17242","17.24","45300"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","Upl Ltd.","HAZIRA","SANTOS","38089329","3 X 40 CONTAINERS CONTAINING 2880 BOXES OF CLOMAZONE CLOMAZONA","","70176","70.18","417000"
"2021-01-04","Dow Brasil Industria E Comercio De Prod Quimicos Ltda","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 74 DRUMS OF PAPI TM POLYMERIC MDI","","19832","19.83","47500"
"2021-01-04","Upl Do Brasil Ind E Com De Insumos Agropecuarios Sa","Upl Ltd.","NHAVA SHEVA (JAWAHARLAL N","SANTOS","29309061","8 X 40 CONTAINERS CONTAINING 3840 BAGS OF ACEFATO","","205760","205.76","4225000"
"2021-01-04","Syngenta Protecao De Cultivos Ltda","Bulkhaul","NEW ORLEANS (LA)","SANTOS","29336900","3 X 40 & 1 X 40 CONTAINERS CONTAINING 88 PALLET OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. ATRAZINE ATRAZINA TECNICA","","82472","82.47","650000"
"2021-01-04","Upl Do Brasil Industria & Comercio De Insumos Agropecuarios Sa","United Phosphorus Ltd.","HAZIRA","SANTOS","38089293","2 X 40 CONTAINERS CONTAINING 1824 BOXES OF TRIDIUM AZOXISTROBINA MANCOZEBE TEBU:CONAZOLE","","43360","43.36","119000"
"2021-01-04","Auriquimica Ltda","Dow Group","NEW ORLEANS (LA)","SANTOS","40020000","3 X 40 CONTAINERS CONTAINING 1920 BAGS OF EPDM 764P","","49248","49.25","101000"
"2021-01-04","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 IBCS OF VORACOR(TM) CE 164 ISOCYANATE PE IBC RETURNABLE","","17640","17.64","42300"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Hoyer","HOUSTON (TX)","SANTOS","29150000","3 X 20 CONTAINERS CONTAINING 3 FLEXITANK OF PROPIONIC ACID WITH NOTLESS THAN 90% ACID","","60754","60.75","51100"
"2021-01-04","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 IBCS OF VORACOR TM CE 164 ISOCYANATE PE IBC RETURNABLE","","17640","17.64","42300"
"2021-01-04","Dow Brasil Sudeste Industrial Ltda","Dow","ANTWERPEN","SANTOS","00330000","1 X 20 CONTAINERS CONTAINING 16 DRUMS OF DOWSIL(TM) Q2-7523 EMULSION200 XIAMETER(TM) AFE-2010 ANTIFOAM EMULSION1000 SYL-OFF(TM) EM 7990 EMULSION COATING200","","6734","6.73",""
"2021-01-04","Panasonic Do Brasil Limitada","Dow Group","HOUSTON (TX)","SANTOS","39090000","1 X 40 CONTAINERS CONTAINING 14 IBCS OF VORACOR TM CE 164 ISOCYANATE PE IBC RETURNABLE","","17640","17.64","42300"
